Longitude,Latitude,,
-123.15475,39.373243,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.16257,39.379102,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.15475,39.377149,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.14694,39.375196,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.14499,39.384961,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.15085,39.386915,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.1528,39.390821,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.14304,39.377149,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.14694,39.36543,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.18796,39.371289,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.18015,39.367383,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-122.9985,40.203321,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.00436,40.207227,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.04538,40.203321,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.04343,40.191602,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.03561,40.189649,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.02585,40.187696,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.17624,41.445509,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.73679,41.799025,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.73874,41.799025,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.7153,41.793166,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.186,41.953322,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.19772,41.959181,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.18991,41.963088,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.08444,41.965041,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.06882,41.982619,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.06296,41.982619,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.06296,41.959181,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.061,41.961135,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.04538,41.965041,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.04538,41.972853,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.03952,41.9709,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-123.03366,41.972853,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-125.19589,56.180588,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-125.20322,56.18303,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-125.41806,55.032486,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-125.42417,55.035538,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-125.43332,55.035538,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-124.16135,54.498691,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-124.16135,54.503574,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-124.34934,53.939609,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-124.8425,54.79166,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-124.83518,54.796543,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-124.82785,54.79166,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-124.82541,54.794101,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-120.08908,55.88541,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-117.03488,58.009267,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-116.80246,58.456533,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0700<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0715<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0730<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0745<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-123.01,40.18,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0941<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0941<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.01,40.18,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0945<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0945<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.24,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1011<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1015<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-123.24,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1015<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1030<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-123.01,40.18,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1030<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1030<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.27,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1041<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.42,38.32,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1041<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1041<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1045<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-123.24,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1045<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.42,38.32,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1045<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1045<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.19,38.39,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1100<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1100<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-117.7,33.82,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1100<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-123.24,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1100<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.23,38.43,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1100<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.42,38.32,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1100<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1100<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.23,38.43,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1111<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.42,38.32,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1111<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1111<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1115<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-123.24,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1115<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.23,38.43,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1115<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1115<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1130<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-123.24,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1130<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.23,38.43,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1130<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1130<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.24,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1141<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.23,38.43,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1141<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1141<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.24,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1145<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.26,38.43,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1145<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1145<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-97.7,29.08,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1010<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: FIMMA<BR>
-123.0256,40.1913,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0945<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-123.005,40.1895,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0945<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-123.0161,40.1818,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0945<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-121.3719,39.3831,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0945<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-121.3559,39.3814,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0945<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-123.2134,39.3809,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-123.2187,39.3827,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-123.2208,39.3712,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-123.2815,39.3536,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-123.2622,39.3518,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-123.3044,39.3441,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-123.2826,39.342,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-123.1537,39.2954,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.7062,38.5961,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.6892,38.5944,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.6947,38.5923,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.7157,38.5721,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.6976,38.5703,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.7165,38.5044,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.2528,38.4456,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.2378,38.444,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.3244,38.4422,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.2107,38.4087,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.2118,38.398,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.196,38.3964,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.603,38.4264,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.1986,38.3858,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.6209,38.4171,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.604,38.4154,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.6271,38.4144,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.6098,38.4126,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.1932,38.3473,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.1783,38.3349,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.1957,38.3259,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.1792,38.3242,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.1805,38.3136,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.1828,38.303,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.1663,38.3013,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.4011,38.3144,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.1851,38.2925,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.1692,38.2908,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.1875,38.2819,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.172,38.2804,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.2399,38.2764,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.2224,38.2747,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.2052,38.273,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.2291,38.2824,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.1793,38.2771,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.1637,38.2754,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.2299,38.2716,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-122.2125,38.2698,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-118.47,36.264,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-118.4777,36.2547,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-118.4668,36.2531,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-118.4558,36.2515,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-118.4447,36.25,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-118.5022,36.249,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-118.491,36.2474,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-118.4798,36.2458,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-118.4688,36.2443,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-118.4468,36.2411,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-118.4357,36.2395,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-118.4378,36.2307,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-117.7071,33.8423,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-117.6964,33.8406,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-117.7048,33.833,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-117.6942,33.8314,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-117.7068,33.8241,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-117.6961,33.8224,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-117.7088,33.8152,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: MODIS<BR>
-123.14608,39.300944,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: ANALYSIS<BR>
-123.23983,39.288444,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: ANALYSIS<BR>
-123.21171,39.360319,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: ANALYSIS<BR>
-122.71952,38.504067,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: ANALYSIS<BR>
